column,entity,text
organization_code,D15_A05_20,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>Established in 1999, the State Commission on Criminal Sentencing Policy (the Commission) was created to oversee criminal sentencing policy in Maryland. The Commission consists of 19 members, including members of the judiciary, representatives of the criminal justice system, members of the State Senate and House of Delegates, and members of the general public. The Commission assumes primary responsibility for the Maryland voluntary sentencing guidelines for Circuit Courts by distributing, collecting and compiling sentencing guidelines worksheets, and maintaining the sentencing guidelines database. The Commission conducts training and orientation for trial court judges, attorneys, probation officers and other interested parties as may be required. In a"
organization_code,D15_A05_22,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The GovernorÃÂs Grants Office provides resources and technical assistance to State agencies, local governments, non-profit organizations, businesses and universities on all aspects of Federal grants and Federal funds. The Grants Office measures funds, identifies new funding opportunities and trains State agency staff in all aspects of grant writing and grants management."
organization_code,D15_A05_23,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The State Labor Relations Board (SLRB) and the Higher Education Labor Relations Board (HELRB) administer ÃÂ§3-101 through 3-602, Title 3, of the State Personnel and Pensions Article, which permits certain State employees and employees of State higher education institutions to determine whether they wish to elect an exclusive representative and enter into collective bargaining with their employers. Both Boards conduct representation elections, certify results and elected exclusive representatives adopt regulations for same and for unfair labor practices, receive petitions and hear complaints under the statute and regulations. On a voluntary basis the Boards may assist parties in pursuing memoranda of understanding through negotiations. In addition, the "
organization_code,D15_A05_24,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Maryland State Board of Contract Appeals is vested with jurisdiction to hear and resolve all disputes relating to the formation of procurement contracts and the determination of successful bidders or offerors. The Board has jurisdiction over all disputes arising under or relating to contracts that have been entered into by the State, including, but not limited to, those concerning the performance, breach, modification and termination of contracts."
organization_code,D15_A05_25,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Governor's Coordinating Offices (GCO) shared services unit provides administrative, communications, and public policy organization to the multiple offices within the GCO for increased efficiency, unified operations, and effective communications. Building upon the collocation of the individual offices to one building, the shared services unit will oversee the integration of duplicative functions and coordination of support in media, branding, messaging, procurement, contracts, equipment, personnel, and policy development."
organization_code,D16_A06_01,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>Under the Maryland Constitution and State statutes, the Office of the Secretary of State is charged with a variety of responsibilities. The Secretary attests to the GovernorÃÂs signature on all public papers and documents; certifies documents for international transactions; registers trademarks, service marks and insignia; administers the Notary Public laws; processes the extradition of prisoners; commissions Special Police and Railroad Police; registers charitable organizations, professional fundraisers and solicitors; educates the public concerning charitable organizations and solicitations; administers the Address Confidentiality Program; represents the State of Maryland and the Executive Department in intergovernmental and international affairs; "
organization_code,D17_B01_51,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>Historic St. MaryÃÂs City Commission is an outdoor history and archaeology museum that preserves, researches, and interprets the site of MarylandÃÂs first capital. The Historic St. MaryÃÂs City Commission is an independent unit of State government reporting to the Office of the Governor."
organization_code,D18_A18_01,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The GovernorÃÂs Office for Children (GOC) provides a coordinated, comprehensive, interagency approach to the development of integrated systems of care that are child and family focused and driven; emphasizes prevention, early intervention and community based services for all children and families; and pays special attention to at-risk populations. Building upon a background of the systems reform initiative, the work of the Local Management Boards (LMBs) and utilizing the Results Accountability framework, GOC informs and supports the collective and specific work of the ChildrenÃÂs Cabinet; collaborates with LMBs to plan, coordinate and monitor the delivery of integrated services along the full continuum of care; oversees the use of monies from the Child"
organization_code,D25_E03_01,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Public School Construction Program reviews and analyzes requests for State funds for capital improvement projects for public school buildings from each local education agency with the approval of the local government. The funded projects enable students and teachers to learn and teach in safe and educationally supportive learning environments. Local matching funds are required for projects which are funded through the Public School Construction Capital Improvement Program, such as renovations, additions, new and replacement schools, limited renovations, systemic renovations, and high school science and pre-kindergarten renovations and additions. Other funding programs include the Aging School Program (ASP) and the Qualified Zone Academy Bond (QZA"
organization_code,D25_E03_02,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Aging Schools Program was established in 1997 to provide funds (without local matching funds) for capital improvements, repairs, and maintenance projects at existing public school buildings. The Aging Schools Program provides state funds that are distributed to all public school systems in the State of Maryland to address the needs of aging school buildings."
organization_code,D26_A07_01,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Maryland Department of Aging (MDoA) advocates for older Marylanders, individuals with disabilities, and their caregivers by ensuring access to information, programs, and services. The DepartmentÃÂs key foci include information and empowerment, community wellness, long term services and supports, and elder rights protection. As the federally designated State unit on Aging, the Department administers the federal Older Americans Act programs which help fund home and community based services such as information and assistance, senior centers, nutrition services, community living assistance, caregiving support and elder rights protection. Through Maryland Access Point (MAP), the Department of Aging works with multiple state and local partners to pro"
organization_code,D26_A07_02,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Senior Citizens Activities Centers Operating Fund (SCOF) provides additional funds for senior center programming."
organization_code,D26_A07_03,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>This program reflects the grants distributed by the Maryland Department of Aging to accomplish the goals and objectives of the agency."
organization_code,D26_A07_04,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Maryland Department of Aging (MDoA) administers the Senior Call-Check Service and Notification Program for Maryland residents age 65 years or older. The Program provides automated calls to participants and, if necessary, follow-up calls to their representatives to ensure their safety. The Program also shares important messaging to help seniors remain healthy, avoid scams, and inform them about available supportive services."
organization_code,D27_L00_01,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Commission resolves allegations of discrimination based on race, color, creed, ancestry, religion, sex, age, sexual orientation, national origin, marital status, familial status, genetic information and physical or mental disability. Resolution occurs via conciliation, mediation, investigation and litigation in the areas of employment, housing and public accommodations. In addition, the Commission enforces the State of MarylandÃÂs Commercial Non-Discrimination Policy, which prohibits the State from contracting with business entities, both public and private, that discriminate in the solicitation, selection, hiring, or treatment of vendors, suppliers, subcontractors, or commercial customers. The Commission also, through its educational and outreac"
organization_code,D28_A03_02,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Maryland Stadium Facilities Fund is a special, non-lapsing fund that consists of monies that may be appropriated, transferred, credited, or paid to it from any source relating to Camden Yards. Monies credited to the Maryland Stadium Facilities Fund may be used in accordance with approved comprehensive financing plans to pay rent to the Maryland Stadium Authority; to make grants or loans not exceeding $1 million in any fiscal year to the Authority for its corporate purposes; to finance capital construction in lieu of issuing bonds; or to financially support through equity investment, loan guarantee or otherwise, full or partial private financing of any element of the Camden Yards facilities."
organization_code,D28_A03_41,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Maryland Stadium Authority administers funds earmarked for project construction and/or to support private investment for various construction projects and studies throughout the State of Maryland."
organization_code,D28_A03_42,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Camden Yards Financing Funds provide funds for construction at Camden Yards and other construction projects to support private investment, including renovations of Camden Station and the Northern and Southern warehouses"
organization_code,D28_A03_44,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Facilities Management program oversees operations (including security, cleaning and maintenance) at the Camden Yards Sports Complex, which includes Oriole Park at Camden Yards, Ravens Stadium, Camden Station and the Warehouse at Camden Yards and surrounding grounds and parking lots."
organization_code,D28_A03_48,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>This program manages the Capital Improvements Account established under the Orioles lease."
organization_code,D28_A03_55,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The State contributes funding towards debt service, operating costs, and a maintenance reserve for the Baltimore City Convention Center."
organization_code,D28_A03_56,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>N/A  Program disabled"
organization_code,D28_A03_58,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The State contributes funding towards debt service, operating costs, and a maintenance reserve for the Ocean City Convention Center."
organization_code,D28_A03_59,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>General funds reflect contributions toward debt service and operating costs for the Montgomery County Conference Center."
organization_code,D28_A03_60,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Maryland Stadium Authority provides funds to implement the renovation and construction of the Hippodrome Performing Arts Center which includes the Hippodrome Theater and adjacent properties. The Authority is permitted to enter into contracts, engage consultants, make recommendations, and take other actions related to this purpose. The Stadium Authority works in conjunction with the Baltimore Center for Performing Arts in developing this project."
organization_code,D28_A03_63,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Maryland Office of Sports Marketing promotes national and international sports competitions in Maryland - both amateur and professional - in order to enhance the quality of life for Maryland residents and strengthen the State's presence in the overall sports marketplace."
organization_code,D28_A03_66,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>This program administers funds earmarked for debt service on debt issued with the proceeds being used for the replacement or renovations of specific Baltimore City Public Schools identified in a certain 10-year plan."
organization_code,D28_A03_67,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Maryland Stadium Authority has the authority to issue bonds to finance the construction of or improvements to certain Baltimore City public school facilities in accordance with a certain 10-year plan for Baltimore City Public School and subject to certain limitations. The Authority and the Baltimore City Board of School Commissioners shall be responsible for construction and improvement projects at certain public school facilities."
organization_code,D28_A03_68,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>Under the terms of a Memorandum of Understanding (ÃÂMOUÃÂ) between the Baltimore City Department of Housing and Community Development (the ÃÂCityÃÂ) and the Maryland Department of Housing and Community Development (the ÃÂDepartmentÃÂ), the Maryland Stadium Authority (the ÃÂMSAÃÂ) will oversee the demolition of blighted structures located throughout Baltimore City as part of Project C.O.R.E, or Creating Opportunities for Renewal and Enterprise. As part of the project, up to $75 million over the next four years will be invested for demolition, stabilization and deconstruction of structures which have been jointly identified by the City and the Department."
organization_code,D30_N00_41,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Maryland Food Center Authority (MFCA) is a non-budgeted enterprise agency that is involved in numerous aspects of the agricultural and food related industries. Primary experience and expertise is in the development of high-quality, lower cost facilities and support services for the agricultural and food related businesses seeking the most up-to-date and technologically advanced working environment."
organization_code,D30_N00_42,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Maryland Wholesale Produce Market opened in 1976 and operates as an integral component of the Maryland Food Center Complex. The Produce Market consists of two buildings with approximately 330,000 square feet of space. The 101 individual units in the buildings continue to be leased by privately owned firms engaged in the wholesale distribution of fresh produce. Many of the companies are second and third generations of the same family-owned business. The produce dealers own and operate highly specialized companies and lease their offices, storage and dock facilities from the Maryland Food Center Authority (MFCA). Receiving/shipping terminals, handling, storage, refrigeration, and processing functions for produce are centralized in a single locati"
organization_code,D30_N00_47,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Maryland Food Center Authority commenced a comprehensive redevelopment project to divide the Maryland Wholesale Seafood Market into two distinct sections ÃÂ the seafood section and the non-seafood section.  The consolidation of existing seafood companies to one section of the market allowed food companies other than seafood to occupy the non-seafood section of the market.  The building was rebranded the Maryland Market Center to better describe the tenant mix following the consolidation of the existing seafood companies.  The Maryland Market Center operates in a similar method to the Maryland Wholesale Produce Market, consolidating all of the specialized storage, refrigeration, shipping/receiving, and processing functions into one main facility "
organization_code,D38_I01_01,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The State Board of Elections (SBE) supervises elections conducted by the 24 local election boards in Maryland. SBE monitors compliance with Maryland and Federal election laws, assists citizens in exercising their voting rights, and provides access to candidacy for all those seeking elective office."
organization_code,D38_I01_02,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Federal Help America Vote Act (HAVA), passed in October 2002, imposed new election requirements on states and provided incentives to upgrade voting systems. In compliance with HAVA, SBE uses this program to appropriately account for expenditures related to improving election administration in the State. In partnership with the 24 local election boards in Maryland, SBE develops and reviews the HAVA State Plan, manages a statewide voting system, and improves election administration in the State."
organization_code,D38_I01_03,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>This program reflects a Major Information Technology Development Project. Funding is provided to implement a new voting system."
organization_code,D38_I01_04,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>This program is established to replenish funding in the Fair Campaign Financing Fund, established in Section 15-103 of the Election law. Funds may be distributed from the Fair Campaign Financing Fund to gubernatorial candidates upon authorization of the State Board of Elections."
organization_code,D40_W01_01,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Operations Division provides administrative services to fulfill financial, personnel, procurement, and information technology needs for the Department of Planning. The program also provides planning and technical assistance for the Interagency Commission on School Construction. In this capacity, the Department looks to ensure adherence to the principles of comprehensive planning, development management, land use, capital budgeting, policy analysis and Smart Growth for annual and five-year programs of elementary and secondary school capital improvements funded by the State for each county and Baltimore City."
organization_code,D40_W01_02,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The State Clearinghouse for Intergovernmental Assistance fulfills the StateÃÂs need for intergovernmental coordination pursuant to the Federal Intergovernmental Cooperation Act."
organization_code,D40_W01_03,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Planning Data and Research Division collects, analyzes and publishes current, past, and projected socioeconomic, cultural, geographic, parcel and land use data; identifies and evaluates development issues in support of Smart Growth; prepares reports and studies on specific topics in support of the Executive Branch and as requested by the General Assembly; and maintains computerized property maps reflecting accurate and up-to-date information with linkages to parcels and a variety of other data sets."
organization_code,D40_W01_04,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>Planning Coordination ensures adherence to the principles of comprehensive planning, development management, land use, capital budgeting, policy analysis and Smart Growth for transportation planning, water and sewer planning, and the annual and five-year programs of elementary and secondary school capital improvements funded or to be funded by the State for each county and Baltimore City. The program seeks adherence to effective multi-modal planning principles, coordinated land use and transportation planning, transit-oriented development, tangible innovation in transportation planning, cooperation in regional transportation and regional land use, and effective use of transportation investments to support planned growth in MarylandÃÂs certified Prior"
organization_code,D40_W01_07,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Management Planning and Educational Outreach Program provides direction, coordination, central administration, outreach, and planning for the Division of Historical and Cultural Programs, and administers non-capital grants and the Maryland Heritage Areas Program. The Office also provides administrative support and management."
organization_code,D40_W01_08,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>Museum Services provides financial and technical assistance to more than 220 historical and cultural museums statewide and operates the Jefferson Patterson Park and Museum (JPPM) in Calvert County."
organization_code,D40_W01_09,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>Research Survey and Registration provides assistance to advance research, documentation, evaluation, and retrieval of information about MarylandÃÂs historical and cultural resources. Major activities include the Maryland Inventory of Historic Properties, the National Register of Historic Places, the Cultural Conservation Program, the library, and the Geographic Information System."
organization_code,D40_W01_10,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>Preservation Services provides assistance to protect and enhance historical and cultural properties via State and Federal regulatory reviews, historic preservation easements, and historic rehabilitation tax credits. It also administers capital loans and grants."
organization_code,D40_W01_11,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Maryland Historical Trust Revolving Loan Fund provides loans to nonprofit organizations, local jurisdictions, business entities, and individuals to assist in the protection of historic property. Loan funds can be used to acquire, rehabilitate, or restore historic property listed on or eligible for the National Register of Historic Places. Loan funds may be used to refinance historic properties if it can be demonstrated that this is in the best interest of the property for proper preservation. Loan funds may be used for short-term financing of studies, surveys, plans and specifications, and architectural, engineering, or other special services directly related to preconstruction work required or recommended by the Trust or the State Historic Prese"
organization_code,D40_W01_12,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Heritage Structure Rehabilitation Tax Credit Program provides Maryland income tax credits equal to 20 percent of the qualified capital costs expended in the rehabilitation of certified heritage structures, both residential and commercial. The Reserve Fund is used to reimburse the State General Fund in the year the income tax credits are claimed."
organization_code,D50_H01_01,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Administrative Headquarters program provides overall direction for the Military Department, including agency headquarters, financial management, personnel, procurement, recruitment and retention, public outreach and education, records management, and administration of all facilities used by the StateÃÂs military forces."
organization_code,D50_H01_02,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>This program operates and maintains the Warfield Air National Guard Base at Martin State Airport. This reservation is used by the Maryland Air National Guard, which is represented by the 175th Wing. Federal shops for repair of Maryland Air National Guard aircraft are also located here. These facilities support the operations, training and readiness for over 1,500 Maryland Air National Guard members who perform humanitarian and national security missions (federally underwritten) and response for State and local support requests, including responses to man-made and natural disasters."
organization_code,D50_H01_03,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>This program operates and maintains 31 readiness centers in 16 counties and Baltimore City.  These readiness centers are used by the Maryland Army National Guard, represented by units of the 58th Expeditionary Military Intelligence Brigade, the 58th Troop Command and the Joint Force Headquarters. Support facilities include the United States Property and Fiscal office located in Havre de Grace; one Airbase and three Army Aviation Facilities; various vehicle, equipment and aircraft maintenance facilities; and four training sites to include its major facility, Camp Fretterd, in Reisterstown. These facilities are comprised of more than 298 buildings and 3,921 acres of land, with a Real Property Replacement Value of $1.1 billion and staffed with over 280"
organization_code,D50_H01_04,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>This program carries out capital projects for the Military Department's facility projects."
organization_code,D50_H01_05,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The State Operations program provides overall direction for the Military Department related to the agencyÃÂs community missions to include: youth programs, veteransÃÂ burial honor detail, and distributive training technology (DTT) and telework centers. This program seeks partnerships with employers and educational institutions to recruit and retain quality personnel. The Military Department views this organization as one that values teamwork, provides a role model for youths and shows proper burial recognition to veterans who served their country."
organization_code,D50_H01_06,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Maryland Emergency Management Agency (MEMA) is charged with ensuring the State is prepared to deal with emergencies beyond the capabilities of local authorities, providing for the common defense, protecting the public peace, health and safety, and preserving the lives and property of Marylanders. During statewide emergencies, MEMA coordinates response of the State and local partners."
organization_code,D53_T00_01,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Maryland Institute for Emergency Medical Services Systems (MIEMSS) oversees and coordinates all components of the statewide Emergency Medical Services (EMS) system (including planning, operations, evaluation, and research), provides leadership and medical direction, conducts, approves and/or supports EMS educational programs, operates and maintains a statewide communications system, designates trauma and specialty centers, licenses and regulates commercial ambulance services, and participates in EMS-related public education and prevention programs. "
organization_code,D53_T00_02,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>This program reflects Major Information Technology Projects for Maryland Institute for Emergency Medical Services Systems."
organization_code,D55_P00_01,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Veterans Service Program provides outreach and advocacy, information, guidance, and assistance to veterans, their dependents, and survivors in applying for and obtaining federal, State and local benefits and entitlements granted by law. The Program aids veterans, their dependents, and survivors in the preparation, development, and resolution of claims for: service-connected disability compensation, pension, death benefits, educational assistance, home loans, medical care, and other benefits available from federal, state and local organizations."
organization_code,D55_P00_02,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Veterans Cemetery Program operates and maintains five cemeteries to provide interment for eligible Maryland veterans and their dependents. The Program also provides professional and dignified burial services and performs perpetual care of burial areas, surrounding grounds, buildings and roads."
organization_code,D55_P00_03,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>This Program operates, secures, and maintains three veteransÃÂ memorials and monuments, honoring Maryland veterans who served in the U.S. Armed Forces during World War II, the Korean Conflict, and the Vietnam Era. "
organization_code,D55_P00_04,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Capital Appropriation provides funds to expand the capacity of the existing Veterans Cemeteries in Maryland."
organization_code,D55_P00_05,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Veterans Home Program oversees the Charlotte Hall Veterans Home (CHVH) by supervising the contractor that provides health care management and prescribing the rules and regulations that govern the admission, maintenance and discharge of residents.     "
organization_code,D55_P00_08,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Office of the Secretary provides executive direction and coordination for all of the Maryland Department of Veterans Affairs programs and activities."
organization_code,D55_P00_11,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Outreach and Advocacy Program actively seeks to inform veterans, their dependents and survivors of their benefits and entitlements granted by law. The program seeks to identify veteran community needs and inform the executive and legislative branches of government so those needs can be appropriately addressed."
organization_code,D60_A10_01,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The State Archives identifies, appraises, acquires, describes, preserves, and makes permanent Maryland government records accessible within a secure environment. The Archives also records descriptions of Maryland State, county and municipal government agencies, and their origin, functions, structure, personnel, historical evolution, and reports. The Archives describes and preserves other aspects of Maryland and its history, and encourages the study of Maryland government and history.     "
organization_code,D60_A10_02,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Commission on Artistic Property is the official custodian of State art collections. Through the Commission, Artistic Property, Preservation, and Public Outreach cares for and manages all State-owned art objects comprising the Annapolis Collection and the Peabody Art Collection, and creates exhibits of these works and other archival materials."
organization_code,D70_J00_42,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The statutory purpose of the Insured Program is to provide automobile insurance policies to those eligible Maryland residents unable to obtain insurance in the private market. Net premium income and investment income from policies are available for the payment of claims and Maryland Automobile Insurance Fund (MAIF) administrative expenses. MAIF receives no State General Fund appropriations, and the debts or obligations of MAIF are not deemed in any manner to be a debt of the State or a pledge of its credit."
organization_code,D70_J00_47,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The purpose of the Uninsured Program is to administer and pay claims when no other insurance recovery is available. Only Maryland residents involved in Maryland accidents with uninsured or unidentifiable motorists, or hit and run incidents are eligible to collect from the Uninsured Program. Payments issued by the Uninsured Program may be recovered from the uninsured at-fault party in any manner provided by the law. Sources of income to operate the Uninsured Program are investment income, uninsured motorist fines, and collections on notes and judgements."
